aita,cs,attention,gender_studies
0.018720394,0.060350947,0.16372287,0.051545102
-0.0046166237,0.04832586,0.13547128,0.123801574
-0.031961743,-0.018440811,0.1243129,-0.0069947387
-0.020235986,0.1132238,0.016830502,0.11802302
0.17256159,0.09761885,0.12142483,0.04685283
0.046442885,-0.067296386,0.08509729,0.04395089
-0.07455618,0.056923255,-0.046834834,-0.03359012
0.078723826,-0.0021805465,0.017838707,0.12105206
0.056778952,-0.064149365,-0.14758557,0.06735125
0.010710093,0.009341387,0.18236232,-0.04650314
0.11655958,-0.04785336,0.0089829285,-0.11393285
-0.065303564,-0.042469446,0.19930057,-0.14955631
0.11695401,-0.053054202,-0.04590967,-0.08436905
0.09012789,0.08792985,0.02622329,-0.038947493
0.12626138,0.0907878,-0.1533728,0.037093997
0.024046859,0.040242758,-0.17776784,-0.02516397
0.046397287,0.16419326,-0.060543235,0.037263643
0.041778598,0.2549844,0.049360715,0.08245044
0.1538536,0.042754967,0.08596632,0.07180334
-0.07189554,0.0025442424,-0.05373196,0.13465436
-0.12524743,-0.027029552,-0.0696945,-0.0010566682
0.010598466,0.031411115,0.047375105,-0.045817763
-0.12946069,-0.037325047,-0.13437782,-0.059982765
0.20953459,0.056791387,0.04126113,0.07497467
0.0665505,0.10619143,0.06045154,0.012363103
0.039980996,-0.099841334,0.03222664,0.0010568254
-0.010484591,-0.0016492431,-0.043087088,0.089386076
-0.05936432,0.012229409,0.1520269,-0.002317254
0.04336389,0.2998448,0.25942916,0.17902145
0.1431294,0.09989319,0.123584844,0.16409737
0.086130224,-0.08175581,-0.09271533,-0.035576258
-0.11544055,-0.015504361,0.146014,-0.09635175
-0.15798204,-0.15848386,-0.19358069,-0.13555932
0.07659885,0.0012565554,-0.03771368,0.066460304
-0.17213286,-0.008510365,0.09734124,0.058881886
0.079746194,0.062389903,0.10773574,0.031456303
-0.10298852,-0.05747423,-0.107988134,-0.017987035
0.059364904,0.21438387,0.07225249,0.09015943
-0.0027633146,-0.05352902,0.03966342,0.06289641
-0.01610661,0.12677722,-0.017024234,0.083033726
0.14028965,0.088756874,-0.08391617,0.004546177
0.038386054,0.18658547,0.44555867,0.09280859
0.09369853,0.04618397,-0.034272917,-0.08427826
0.20812625,0.091750026,-0.0076789185,0.10491354
0.22676845,-0.06285346,0.07415422,0.06363352
0.06326814,0.08669654,0.23643333,0.20741355
0.05575443,-0.06262568,0.035609268,-0.09351187
0.115461186,-0.051980898,-0.00053656,0.08248598
-0.26693043,0.09165425,0.2345228,0.036470246
0.090586975,-0.0049549234,0.06380128,-0.02054883
0.14080225,-0.005076645,0.0147830965,-0.023964541
-0.039355148,-0.06642839,0.05008917,-0.087590024
0.11351001,0.008493284,0.007435946,0.11739368
-0.14938852,0.03879171,0.16782674,-0.27707902
0.036321152,-0.025270386,-0.09203464,0.015033201
-0.20518756,-0.034224946,-0.19167891,-0.076612286
-0.044297688,-0.023519723,-0.09964399,-0.04997957
0.26554015,0.2767148,0.21360615,0.33394006
-0.08463026,-0.06050532,-0.042706784,-0.01870724
0.058414802,0.013393207,0.042418823,0.11695236
0.170948,-0.18981867,0.024822993,0.05322118
-0.072769865,0.029913666,-0.12303508,0.06849245
-0.06055499,-0.054597672,0.027162032,-0.109829396
-0.00042349583,0.02145801,0.057656053,0.064061746
0.040860012,0.045324355,-0.032651525,0.02860297
-0.06731623,-0.0030110057,0.08048945,-0.04327364
-0.17146854,0.019592032,0.14273316,0.070241146
0.0011555079,-0.06913273,0.06906209,-0.060108613
0.07281339,0.079513974,0.11652708,0.082827985
-0.19702493,-0.0967869,-0.17909646,-0.055662632
0.18840072,0.07118132,0.02202949,0.084151
0.07077629,-0.02341965,-0.2358124,0.06852257
-0.1459196,-0.2026882,-0.090514466,-0.18579064
0.27516025,0.090429835,0.2287166,0.16893637
0.12303363,0.13574183,-0.10779775,0.24045926
-0.05570538,-0.08161504,0.18574063,-0.033754535
0.15598166,0.069152005,0.012173072,0.2549874
-0.10479982,0.05592423,-0.111486256,-0.06191392
